            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2444528.500000000, A.D. 1980-Oct-16 00:00:00.0000, -3.991441083237313E+09, -1.611217929230088E+09,  1.326578638535088E+09,  2.631539425283981E+00, -5.452046732380239E+00, -1.697716710622403E-01,
2444529.500000000, A.D. 1980-Oct-17 00:00:00.0000, -3.991213227143644E+09, -1.611688199132128E+09,  1.326564393531567E+09,  2.644759083845678E+00, -5.433906097472381E+00, -1.633220233151425E-01,
2444530.500000000, A.D. 1980-Oct-18 00:00:00.0000, -3.990983962288179E+09, -1.612157157807067E+09,  1.326549830781677E+09,  2.661559600495366E+00, -5.424151622346851E+00, -1.765509693761684E-01,
2444531.500000000, A.D. 1980-Oct-19 00:00:00.0000, -3.990753635588467E+09, -1.612625995887591E+09,  1.326533646957549E+09,  2.667409314566051E+00, -5.431309202204557E+00, -1.977962501009209E-01,
2444532.500000000, A.D. 1980-Oct-20 00:00:00.0000, -3.990523501190130E+09, -1.613095995790483E+09,  1.326515972682606E+09,  2.657559732100543E+00, -5.448808054732053E+00, -2.082534773534694E-01,
2444533.500000000, A.D. 1980-Oct-21 00:00:00.0000, -3.990294601204572E+09, -1.613567387985474E+09,  1.326498254732708E+09,  2.641260634006871E+00, -5.460865837736928E+00, -1.987522638780579E-01,
2444534.500000000, A.D. 1980-Oct-22 00:00:00.0000, -3.990066837018538E+09, -1.614039146178009E+09,  1.326481965809448E+09,  2.633507892136360E+00, -5.456552109594231E+00, -1.779107465930376E-01,
2444535.500000000, A.D. 1980-Oct-23 00:00:00.0000, -3.989839056886699E+09, -1.614509901920675E+09,  1.326467291593011E+09,  2.641686437288632E+00, -5.439529336751368E+00, -1.644674792798781E-01,
2444536.500000000, A.D. 1980-Oct-24 00:00:00.0000, -3.989610082720339E+09, -1.614979165389267E+09,  1.326452963928661E+09,  2.658965858584582E+00, -5.424809754398776E+00, -1.705750465018123E-01,
2444537.500000000, A.D. 1980-Oct-25 00:00:00.0000, -3.989379762013250E+09, -1.615447763363273E+09,  1.326437392190010E+09,  2.670385266514353E+00, -5.425354235135878E+00, -1.909298778202781E-01,
2444538.500000000, A.D. 1980-Oct-26 00:00:00.0000, -3.989149103892840E+09, -1.615917100906962E+09,  1.326420083475316E+09,  2.666223081530231E+00, -5.440491721842397E+00, -2.075148320010485E-01,
2444539.500000000, A.D. 1980-Oct-27 00:00:00.0000, -3.988919377921479E+09, -1.616387907421988E+09,  1.326402081441742E+09,  2.650661167146722E+00, -5.456539904624445E+00, -2.056927867661464E-01,
2444540.500000000, A.D. 1980-Oct-28 00:00:00.0000, -3.988690982192700E+09, -1.616859586988664E+09,  1.326385034762905E+09,  2.638038025757357E+00, -5.459012487198757E+00, -1.872382864667816E-01,
2444541.500000000, A.D. 1980-Oct-29 00:00:00.0000, -3.988463088552221E+09, -1.617330749622754E+09,  1.326369727556592E+09,  2.640078195921079E+00, -5.445520074489492E+00, -1.687548726799832E-01,
2444542.500000000, A.D. 1980-Oct-30 00:00:00.0000, -3.988234380408304E+09, -1.617800450538926E+09,  1.326355379343617E+09,  2.655432189100621E+00, -5.427918528434322E+00, -1.668888869990113E-01,
